Locus_Tag	Gene_Name	Product_Description	Strain_Name	Accession	GO_Term	Namespace	GO_Evidence_Code	Evidence_Ontology_ECO_Code	Evidence_Ontology_Term	Similar_To_Binds_To	PMID
PA4253	rplN	50S ribosomal protein L14	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015934	large ribosomal subunit	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01067	PMID:24451626
PA4253	rplN	50S ribosomal protein L14	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4253	rplN	50S ribosomal protein L14	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:6222285
PA4254	rpsQ	30S ribosomal protein S17	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PD001295	PMID:24451626
PA4254	rpsQ	30S ribosomal protein S17	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PD001295	PMID:24451626
PA4254	rpsQ	30S ribosomal protein S17	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PD001295	PMID:24451626
PA4254	rpsQ	30S ribosomal protein S17	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4254	rpsQ	30S ribosomal protein S17	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:108517
PA4255	rpmC	50S ribosomal protein L29	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF46561	PMID:24451626
PA4255	rpmC	50S ribosomal protein L29	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF46561	PMID:24451626
PA4255	rpmC	50S ribosomal protein L29	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF46561	PMID:24451626
PA4255	rpmC	50S ribosomal protein L29	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4255	rpmC	50S ribosomal protein L29	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:1092361
PA4256	rplP	50S ribosomal protein L16	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00586	PMID:24451626
PA4256	rplP	50S ribosomal protein L16	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00586	PMID:24451626
PA4256	rplP	50S ribosomal protein L16	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00586	PMID:24451626
PA4256	rplP	50S ribosomal protein L16	Pseudomonas aeruginosa PAO1 (Reference)	GO:0019843	rRNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR00060	PMID:24451626
PA4256	rplP	50S ribosomal protein L16	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4256	rplP	50S ribosomal protein L16	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:3297687
PA4257	rpsC	30S ribosomal protein S3	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00189	PMID:24451626
PA4257	rpsC	30S ribosomal protein S3	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00189	PMID:24451626
PA4257	rpsC	30S ribosomal protein S3	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003723	RNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF07650	PMID:24451626
PA4257	rpsC	30S ribosomal protein S3	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015935	small ribosomal subunit	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01009	PMID:24451626
PA4257	rpsC	30S ribosomal protein S3	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003676	nucleic acid binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SM00322	PMID:24451626
PA4257	rpsC	30S ribosomal protein S3	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4257	rpsC	30S ribosomal protein S3	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:387449
PA4258	rplV	50S ribosomal protein L22	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01331_B	PMID:24451626
PA4258	rplV	50S ribosomal protein L22	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015934	large ribosomal subunit	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01331_B	PMID:24451626
PA4258	rplV	50S ribosomal protein L22	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00464	PMID:24451626
PA4258	rplV	50S ribosomal protein L22	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00464	PMID:24451626
PA4258	rplV	50S ribosomal protein L22	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4258	rplV	50S ribosomal protein L22	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:7007072
PA4259	rpsS	30S ribosomal protein S19	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00203	PMID:24451626
PA4259	rpsS	30S ribosomal protein S19	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00203	PMID:24451626
PA4259	rpsS	30S ribosomal protein S19	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015935	small ribosomal subunit	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01050	PMID:24451626
PA4259	rpsS	30S ribosomal protein S19	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003723	RNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00323	PMID:24451626
PA4259	rpsS	30S ribosomal protein S19	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4259	rpsS	30S ribosomal protein S19	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:348496
PA4260	rplB	50S ribosomal protein L2	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SM01383	PMID:24451626
PA4260	rplB	50S ribosomal protein L2	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SM01383	PMID:24451626
PA4260	rplB	50S ribosomal protein L2	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SM01383	PMID:24451626
PA4260	rplB	50S ribosomal protein L2	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003723	RNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01320_B	PMID:24451626
PA4260	rplB	50S ribosomal protein L2	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015934	large ribosomal subunit	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01320_B	PMID:24451626
PA4260	rplB	50S ribosomal protein L2	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016740	transferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01320_B	PMID:24451626
PA4260	rplB	50S ribosomal protein L2	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4260	rplB	50S ribosomal protein L2	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:9531480
PA4261	rplW	50S ribosomal protein L23	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01369_B	PMID:24451626
PA4261	rplW	50S ribosomal protein L23	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01369_B	PMID:24451626
PA4261	rplW	50S ribosomal protein L23	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF54189	PMID:24451626
PA4261	rplW	50S ribosomal protein L23	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4261	rplW	50S ribosomal protein L23	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:391594
PA4262	rplD	50S ribosomal protein L4	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF52166	PMID:24451626
PA4262	rplD	50S ribosomal protein L4	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF52166	PMID:24451626
PA4262	rplD	50S ribosomal protein L4	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016070	RNA metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4262	rplD	50S ribosomal protein L4	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4262	rplD	50S ribosomal protein L4	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:3892488
PA4263	rplC	50S ribosomal protein L3	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR03625	PMID:24451626
PA4263	rplC	50S ribosomal protein L3	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR03625	PMID:24451626
PA4263	rplC	50S ribosomal protein L3	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR03625	PMID:24451626
PA4263	rplC	50S ribosomal protein L3	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4263	rplC	50S ribosomal protein L3	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:3892488
PA4264	rpsJ	30S ribosomal protein S10	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00508	PMID:24451626
PA4264	rpsJ	30S ribosomal protein S10	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00508	PMID:24451626
PA4264	rpsJ	30S ribosomal protein S10	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003723	RNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00361	PMID:24451626
PA4264	rpsJ	30S ribosomal protein S10	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00361	PMID:24451626
PA4264	rpsJ	30S ribosomal protein S10	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016070	RNA metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4264	rpsJ	30S ribosomal protein S10	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4264	rpsJ	30S ribosomal protein S10	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:3892488
PA4265	tufA	elongation factor Tu	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005525	GTP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF03144	PMID:24451626
PA4265	tufA	elongation factor Tu	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003924	GTPase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS51722	PMID:24451626
PA4265	tufA	elongation factor Tu	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003746	translation elongation factor activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00118_B	PMID:24451626
PA4265	tufA	elongation factor Tu	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00118_B	PMID:24451626
PA4265	tufA	elongation factor Tu	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006414	translational elongation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00118_B	PMID:24451626
PA4265	tufA	elongation factor Tu	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4265	tufA	elongation factor Tu	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:6796560
PA4266	fusA1	elongation factor G	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003746	translation elongation factor activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00054_B	PMID:24451626
PA4266	fusA1	elongation factor G	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005525	GTP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00054_B	PMID:24451626
PA4266	fusA1	elongation factor G	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00054_B	PMID:24451626
PA4266	fusA1	elongation factor G	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006414	translational elongation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00054_B	PMID:24451626
PA4266	fusA1	elongation factor G	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003924	GTPase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS51722	PMID:24451626
PA4266	fusA1	elongation factor G	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4266	fusA1	elongation factor G	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:6796560
PA4267	rpsG	30S ribosomal protein S7	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003723	RNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00052	PMID:24451626
PA4267	rpsG	30S ribosomal protein S7	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00052	PMID:24451626
PA4267	rpsG	30S ribosomal protein S7	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015935	small ribosomal subunit	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00480_B	PMID:24451626
PA4267	rpsG	30S ribosomal protein S7	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4267	rpsG	30S ribosomal protein S7	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:7507167
PA4268	rpsL	30S ribosomal protein S12	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd03368	PMID:24451626
PA4268	rpsL	30S ribosomal protein S12	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015935	small ribosomal subunit	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd03368	PMID:24451626
PA4268	rpsL	30S ribosomal protein S12	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00164	PMID:24451626
PA4268	rpsL	30S ribosomal protein S12	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00164	PMID:24451626
PA4268	rpsL	30S ribosomal protein S12	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4268	rpsL	30S ribosomal protein S12	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:10209746
PA4269	rpoC	DNA-directed RNA polymerase beta* chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003677	DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SM00663	PMID:24451626
PA4269	rpoC	DNA-directed RNA polymerase beta* chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SM00663	PMID:24451626
PA4269	rpoC	DNA-directed RNA polymerase beta* chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006351	transcription, DNA-templated	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:6287430
PA4270	rpoB	DNA-directed RNA polymerase beta chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00653	PMID:24451626
PA4270	rpoB	DNA-directed RNA polymerase beta chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0032549	ribonucleoside binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00653	PMID:24451626
PA4270	rpoB	DNA-directed RNA polymerase beta chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003677	DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF04561	PMID:24451626
PA4270	rpoB	DNA-directed RNA polymerase beta chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006351	transcription, DNA-templated	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:6266829
PA4271	rplL	50S ribosomal protein L7 / L12	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00387	PMID:24451626
PA4271	rplL	50S ribosomal protein L7 / L12	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00387	PMID:24451626
PA4271	rplL	50S ribosomal protein L7 / L12	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00387	PMID:24451626
PA4271	rplL	50S ribosomal protein L7 / L12	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4271	rplL	50S ribosomal protein L7 / L12	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:2751714
PA4272	rplJ	50S ribosomal protein L10	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00466	PMID:24451626
PA4272	rplJ	50S ribosomal protein L10	Pseudomonas aeruginosa PAO1 (Reference)	GO:0042254	ribosome biogenesis	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00466	PMID:24451626
PA4272	rplJ	50S ribosomal protein L10	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01109	PMID:24451626
PA4272	rplJ	50S ribosomal protein L10	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01109	PMID:24451626
PA4272	rplJ	50S ribosomal protein L10	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4272	rplJ	50S ribosomal protein L10	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:782920
PA4273	rplA	50S ribosomal protein L1	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003723	RNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01318_B	PMID:24451626
PA4273	rplA	50S ribosomal protein L1	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01318_B	PMID:24451626
PA4273	rplA	50S ribosomal protein L1	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015934	large ribosomal subunit	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01318_B	PMID:24451626
PA4273	rplA	50S ribosomal protein L1	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4273	rplA	50S ribosomal protein L1	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:365581
PA4274	rplK	50S ribosomal protein L11	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF46906	PMID:24451626
PA4274	rplK	50S ribosomal protein L11	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF46906	PMID:24451626
PA4274	rplK	50S ribosomal protein L11	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4274	rplK	50S ribosomal protein L11	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:2483975
PA4275	nusG	transcription antitermination protein NusG	Pseudomonas aeruginosa PAO1 (Reference)	GO:0032784	regulation of DNA-templated transcription, elongation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00948	PMID:24451626
PA4275	nusG	transcription antitermination protein NusG	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF82679	PMID:24451626
PA4275	nusG	transcription antitermination protein NusG	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016070	RNA metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA4276	secE	secretion protein SecE	Pseudomonas aeruginosa PAO1 (Reference)	GO:0009306	protein secretion	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR01650	PMID:24451626
PA4276	secE	secretion protein SecE	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR01650	PMID:24451626
PA4276	secE	secretion protein SecE	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016021	integral component of membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR01650	PMID:24451626
